,choice_set,choice
180,"('D', 'F', 'I')",F
181,"('A', 'E', 'F', 'G')",E
182,"('B', 'C', 'F')",F
183,"('A', 'B', 'G', 'I')",A
184,"('C', 'D', 'F')",C
185,"('E', 'G', 'I')",E
186,"('A', 'E', 'H', 'I')",E
187,"('D', 'I')",D
188,"('D', 'F', 'G')",D
189,"('B', 'I')",I
190,"('A', 'C', 'F')",A
191,"('D', 'H')",D
192,"('B', 'C', 'E')",B
193,"('C', 'H')",C
194,"('A', 'B', 'D', 'H')",H
195,"('G', 'I')",I
196,"('E', 'H')",H
197,"('D', 'F')",F
198,"('C', 'F', 'G')",G
199,"('C', 'D')",D
200,"('A', 'D', 'E', 'F')",E
201,"('A', 'I')",A
202,"('B', 'E')",B
203,"('C', 'D')",C
204,"('B', 'I')",I
205,"('A', 'G', 'H', 'I')",I
206,"('F', 'G', 'I')",I
207,"('F', 'H')",F
208,"('A', 'C', 'H')",H
209,"('A', 'E', 'F', 'G')",E
210,"('B', 'E', 'I')",E
211,"('E', 'H')",E
212,"('A', 'D', 'E')",A
213,"('C', 'I')",I
214,"('A', 'I')",I
215,"('A', 'B', 'I')",I
216,"('E', 'F', 'G')",G
217,"('B', 'C', 'H')",H
218,"('D', 'G', 'H', 'I')",I
219,"('D', 'F')",F
220,"('H', 'I')",I
221,"('B', 'C', 'D', 'F')",F
222,"('A', 'C', 'E', 'H')",E
223,"('A', 'B', 'E', 'F')",E
224,"('A', 'E', 'G')",A
225,"('B', 'D', 'F')",F
226,"('C', 'H')",H
227,"('C', 'F')",C
228,"('E', 'F', 'G', 'I')",I
229,"('B', 'F', 'I')",B
230,"('E', 'F', 'I')",I
231,"('B', 'C', 'H')",C
232,"('A', 'D', 'G', 'H')",A
233,"('B', 'D', 'E')",B
234,"('C', 'D', 'F')",C
235,"('A', 'H')",H
236,"('B', 'C', 'D', 'E')",C
237,"('B', 'G', 'H')",G
238,"('D', 'F')",D
239,"('B', 'C', 'D', 'G')",D
240,"('A', 'E', 'H')",E
241,"('C', 'D', 'G', 'I')",I
242,"('B', 'G')",B
243,"('B', 'D', 'H')",B
244,"('G', 'I')",G
245,"('B', 'D', 'E')",B
246,"('A', 'I')",I
247,"('B', 'C', 'F', 'I')",B
248,"('A', 'B', 'F', 'G')",G
249,"('C', 'D', 'E')",C
250,"('F', 'G')",F
251,"('A', 'D', 'H')",H
252,"('A', 'B', 'H')",B
253,"('A', 'G')",G
254,"('C', 'G')",C
255,"('C', 'E', 'F', 'H')",C
256,"('C', 'H')",H
257,"('A', 'B', 'D', 'F')",D
258,"('A', 'G', 'I')",G
259,"('C', 'G')",C
260,"('B', 'I')",B
261,"('B', 'F')",F
262,"('A', 'B', 'G', 'I')",B
263,"('A', 'C', 'I')",C
264,"('A', 'D', 'G', 'H')",D
265,"('E', 'F')",E
266,"('B', 'C', 'D', 'H')",B
267,"('B', 'D', 'G')",B
268,"('B', 'D', 'F', 'G')",D
269,"('B', 'D', 'F')",B
270,"('A', 'D', 'F', 'G')",F
271,"('C', 'D', 'G', 'I')",G
272,"('C', 'G')",C
273,"('C', 'E', 'F', 'H')",H
274,"('A', 'B', 'H')",A
275,"('B', 'C', 'E', 'F')",F
276,"('B', 'D', 'E', 'I')",E
277,"('A', 'B', 'C', 'E')",E
278,"('B', 'F')",F
279,"('C', 'D', 'F', 'G')",C
280,"('A', 'C', 'E', 'F')",F
281,"('D', 'E', 'F')",D
282,"('A', 'B', 'C', 'G')",G
283,"('D', 'E', 'F', 'H')",E
284,"('A', 'B', 'H', 'I')",I
285,"('C', 'E')",E
286,"('C', 'D', 'G', 'H')",D
287,"('C', 'G')",C
288,"('D', 'E', 'G', 'H')",G
289,"('A', 'G')",A
290,"('F', 'I')",F
291,"('C', 'E', 'G')",C
292,"('B', 'F', 'I')",B
293,"('B', 'D', 'G')",G
294,"('A', 'G', 'H')",A
295,"('A', 'F', 'G')",G
296,"('B', 'C', 'E', 'F')",F
297,"('A', 'I')",I
298,"('G', 'H')",G
299,"('A', 'E')",E
300,"('A', 'B', 'I')",I
301,"('B', 'E', 'G', 'H')",G
302,"('A', 'D', 'G')",A
303,"('C', 'F')",C
304,"('F', 'G')",F
305,"('E', 'G', 'H')",E
306,"('D', 'E')",E
307,"('E', 'F')",E
308,"('C', 'F')",F
309,"('A', 'D', 'F', 'H')",D
310,"('A', 'F', 'G', 'H')",A
311,"('C', 'D')",D
312,"('B', 'D', 'G')",B
313,"('A', 'B')",B
314,"('D', 'I')",I
315,"('D', 'G')",G
316,"('B', 'I')",I
317,"('D', 'F', 'G', 'I')",D
318,"('F', 'H')",F
319,"('B', 'F', 'I')",F
320,"('E', 'F')",E
321,"('A', 'C', 'H')",C
322,"('D', 'E', 'F', 'H')",D
323,"('B', 'F', 'I')",B
324,"('D', 'E', 'F', 'I')",I
325,"('A', 'D', 'I')",A
326,"('F', 'G', 'I')",G
327,"('A', 'D')",D
328,"('D', 'G')",D
329,"('B', 'D')",B
330,"('A', 'E', 'F')",F
331,"('A', 'B', 'D', 'I')",I
332,"('C', 'F')",F
333,"('D', 'E')",E
334,"('A', 'B', 'C', 'F')",C
335,"('B', 'C', 'F', 'I')",C
336,"('A', 'F', 'G')",A
337,"('B', 'E', 'G', 'I')",B
338,"('A', 'B', 'I')",I
339,"('D', 'F', 'G')",G
340,"('B', 'E', 'G', 'H')",H
341,"('D', 'F', 'H', 'I')",I
342,"('A', 'H')",H
343,"('B', 'D', 'E', 'I')",B
344,"('G', 'H')",G
345,"('B', 'H')",B
346,"('A', 'C', 'E', 'G')",A
347,"('C', 'E', 'G', 'H')",H
348,"('E', 'G', 'H')",G
349,"('D', 'I')",I
350,"('A', 'B', 'F')",A
351,"('F', 'I')",F
352,"('A', 'H')",A
353,"('C', 'F', 'G', 'H')",G
354,"('A', 'B', 'D', 'G')",G
355,"('C', 'G')",G
356,"('A', 'E')",E
357,"('B', 'E', 'I')",I
358,"('B', 'E', 'F', 'G')",E
359,"('C', 'E', 'F')",C
360,"('C', 'G', 'H')",G
361,"('B', 'F', 'I')",B
362,"('C', 'E', 'I')",E
363,"('D', 'G')",D
364,"('B', 'D', 'F')",B
365,"('D', 'F', 'G')",D
366,"('A', 'E', 'F', 'I')",A
367,"('C', 'D', 'F', 'I')",C
368,"('C', 'E', 'F', 'G')",G
369,"('B', 'D')",D
370,"('F', 'G', 'I')",G
371,"('B', 'E', 'G')",B
372,"('B', 'C', 'E', 'H')",C
373,"('B', 'I')",I
374,"('D', 'I')",D
375,"('A', 'C', 'F', 'G')",F
376,"('C', 'H')",H
377,"('B', 'C', 'E', 'F')",E
378,"('B', 'C', 'F', 'I')",B
379,"('D', 'F')",F
380,"('B', 'C', 'E', 'I')",E
381,"('G', 'H')",G
382,"('E', 'H')",H
383,"('A', 'D', 'H', 'I')",H
384,"('A', 'G', 'H')",G
385,"('B', 'D', 'E', 'I')",I
386,"('B', 'E')",B
387,"('E', 'F')",F
388,"('C', 'G')",G
389,"('A', 'C', 'F', 'H')",F
390,"('E', 'G')",E
391,"('F', 'H')",F
392,"('E', 'F', 'G', 'H')",E
393,"('E', 'F', 'G', 'I')",I
394,"('D', 'I')",I
395,"('D', 'E', 'H', 'I')",E
396,"('A', 'E', 'G')",E
397,"('D', 'H')",D
398,"('F', 'G', 'H')",H
399,"('C', 'D')",C
400,"('C', 'D')",C
401,"('C', 'E', 'G', 'I')",C
402,"('C', 'H')",H
403,"('D', 'G', 'I')",G
404,"('B', 'E', 'F')",F
405,"('B', 'E', 'I')",B
406,"('B', 'D', 'E')",E
407,"('A', 'D', 'E', 'F')",F
408,"('F', 'G')",F
409,"('C', 'D', 'F', 'G')",C
410,"('A', 'I')",I
411,"('A', 'B', 'G', 'H')",H
412,"('E', 'I')",E
413,"('D', 'E', 'G', 'H')",E
414,"('D', 'G', 'H', 'I')",D
415,"('A', 'B', 'F', 'G')",B
416,"('B', 'G')",B
417,"('D', 'H', 'I')",I
418,"('D', 'E', 'F', 'G')",F
419,"('A', 'E', 'F', 'H')",H
420,"('B', 'E', 'F', 'H')",B
421,"('E', 'F', 'H')",H
422,"('A', 'D', 'I')",I
423,"('C', 'F')",F
424,"('A', 'E', 'F')",E
425,"('A', 'D', 'E', 'H')",A
426,"('C', 'E', 'G')",E
427,"('A', 'E', 'F', 'G')",E
428,"('D', 'E', 'F', 'I')",E
429,"('B', 'D', 'I')",I
430,"('F', 'G', 'I')",G
431,"('B', 'C', 'F', 'I')",F
432,"('B', 'G')",B
433,"('D', 'F')",F
434,"('A', 'E', 'F')",E
435,"('A', 'B', 'F', 'G')",A
436,"('D', 'E', 'F')",D
437,"('B', 'C', 'D', 'G')",G
438,"('D', 'G', 'H')",G
439,"('B', 'D', 'H')",D
440,"('B', 'D', 'E')",B
441,"('B', 'D', 'E', 'H')",D
442,"('A', 'C', 'D', 'I')",D
443,"('C', 'G')",C
444,"('C', 'D', 'E', 'F')",C
445,"('A', 'D', 'G')",G
446,"('D', 'H', 'I')",D
447,"('B', 'C', 'G')",C
448,"('C', 'E', 'I')",C
449,"('C', 'F', 'G', 'H')",G
450,"('A', 'F')",F
451,"('A', 'B')",A
452,"('B', 'E')",B
453,"('C', 'E', 'F', 'G')",G
454,"('B', 'E', 'H')",B
455,"('A', 'G', 'H', 'I')",A
456,"('A', 'G')",A
457,"('A', 'F', 'I')",A
458,"('C', 'D', 'I')",C
459,"('C', 'D', 'G')",C
460,"('A', 'E', 'F')",E
461,"('B', 'C')",B
462,"('A', 'C', 'E', 'F')",F
463,"('B', 'C', 'F', 'H')",B
464,"('D', 'F', 'G', 'H')",H
465,"('B', 'F')",B
466,"('H', 'I')",H
467,"('B', 'F', 'I')",B
468,"('A', 'B', 'D', 'F')",D
469,"('B', 'I')",B
470,"('D', 'E', 'G')",E
471,"('A', 'F')",F
472,"('B', 'C', 'F', 'G')",G
473,"('H', 'I')",I
474,"('B', 'D', 'F', 'H')",F
475,"('D', 'H')",H
476,"('E', 'I')",I
477,"('E', 'H', 'I')",E
478,"('G', 'I')",I
479,"('C', 'G')",G
480,"('C', 'G', 'I')",C
481,"('E', 'F', 'G')",G
482,"('B', 'C', 'D')",D
483,"('C', 'F')",C
484,"('B', 'D', 'F', 'I')",D
485,"('A', 'E', 'G')",A
486,"('B', 'C', 'G', 'H')",H
487,"('A', 'E')",E
488,"('A', 'B', 'C', 'I')",A
489,"('C', 'H', 'I')",C
490,"('C', 'D', 'E', 'G')",G
491,"('D', 'E')",E
492,"('D', 'G', 'I')",G
493,"('A', 'D', 'F', 'I')",F
494,"('C', 'G')",C
495,"('A', 'F', 'G')",G
496,"('B', 'C', 'H')",C
497,"('A', 'I')",A
498,"('B', 'C', 'E', 'G')",E
499,"('A', 'D')",D
500,"('D', 'E', 'F', 'G')",E
501,"('C', 'I')",I
502,"('B', 'C', 'E', 'F')",B
503,"('B', 'D', 'E', 'G')",B
504,"('A', 'H')",A
505,"('B', 'G')",B
506,"('B', 'F', 'G', 'I')",I
507,"('D', 'E', 'G')",G
508,"('B', 'E', 'F')",E
509,"('B', 'H')",B
510,"('B', 'C', 'G')",G
511,"('A', 'G', 'H', 'I')",A
512,"('A', 'D', 'H', 'I')",I
513,"('F', 'G', 'H')",H
514,"('A', 'E', 'G', 'H')",A
515,"('A', 'B', 'E', 'I')",E
516,"('A', 'B', 'G')",G
517,"('A', 'D', 'H')",H
518,"('C', 'F', 'G', 'H')",C
519,"('A', 'B', 'F', 'G')",G
520,"('B', 'D', 'E', 'I')",I
521,"('B', 'H', 'I')",B
522,"('C', 'G', 'H')",C
523,"('A', 'D', 'G', 'I')",I
524,"('C', 'H')",H
525,"('A', 'D', 'E', 'I')",A
526,"('F', 'G', 'H', 'I')",H
527,"('A', 'E', 'F', 'G')",A
528,"('A', 'H', 'I')",I
529,"('C', 'E', 'G', 'I')",C
530,"('D', 'F')",F
531,"('A', 'B', 'C', 'H')",H
532,"('A', 'C', 'G')",G
533,"('C', 'D', 'E')",C
534,"('A', 'B', 'D')",D
535,"('A', 'D', 'E', 'G')",E
536,"('A', 'F', 'H', 'I')",A
537,"('B', 'F', 'I')",F
538,"('D', 'F')",F
539,"('D', 'G', 'H')",G
540,"('C', 'D', 'E', 'F')",F
541,"('B', 'G', 'H', 'I')",H
542,"('E', 'F', 'H')",H
543,"('A', 'B', 'C', 'I')",A
544,"('C', 'G')",G
545,"('A', 'D', 'H', 'I')",D
546,"('A', 'C', 'E')",C
547,"('A', 'C', 'E')",A
548,"('B', 'C', 'D', 'F')",B
549,"('A', 'B', 'F', 'H')",A
550,"('C', 'F', 'H')",C
551,"('C', 'E', 'H', 'I')",C
552,"('B', 'C', 'E', 'G')",E
553,"('A', 'D', 'F')",F
554,"('C', 'F', 'G', 'H')",H
555,"('E', 'G')",G
556,"('A', 'B', 'H', 'I')",I
557,"('A', 'D', 'E', 'F')",A
558,"('A', 'F')",A
559,"('D', 'H')",D
560,"('C', 'D', 'G')",D
561,"('B', 'F', 'I')",B
562,"('F', 'H')",H
563,"('D', 'E', 'F', 'I')",E
564,"('C', 'E', 'F', 'H')",C
565,"('B', 'E', 'G', 'I')",B
566,"('D', 'E', 'H')",H
567,"('C', 'D', 'F', 'I')",I
568,"('A', 'C', 'F', 'G')",C
569,"('B', 'C', 'F', 'H')",B
570,"('C', 'D', 'E', 'G')",E
571,"('A', 'F', 'G')",A
572,"('C', 'D', 'E')",D
573,"('B', 'D', 'E', 'I')",E
574,"('C', 'H')",H
575,"('C', 'F', 'H', 'I')",F
576,"('A', 'C')",C
577,"('B', 'C', 'G')",C
578,"('D', 'E')",D
579,"('B', 'E')",E
580,"('C', 'D', 'H')",H
581,"('A', 'E', 'H')",H
582,"('E', 'F')",E
583,"('B', 'E')",B
584,"('B', 'E', 'G', 'H')",B
585,"('A', 'D', 'H', 'I')",D
586,"('A', 'D')",D
587,"('E', 'F', 'G', 'I')",I
588,"('A', 'C', 'I')",I
589,"('A', 'H', 'I')",H
590,"('G', 'H')",H
591,"('D', 'E', 'G', 'I')",G
592,"('G', 'H')",G
593,"('A', 'B')",B
594,"('C', 'E')",C
595,"('C', 'D', 'I')",I
596,"('B', 'E')",B
597,"('A', 'E', 'I')",I
598,"('B', 'G', 'H')",H
599,"('B', 'H')",H
600,"('B', 'E', 'G', 'I')",G
601,"('A', 'B', 'F', 'G')",A
602,"('C', 'D')",C
603,"('C', 'E', 'G')",E
604,"('A', 'B', 'E', 'G')",E
605,"('A', 'C', 'D', 'I')",D
606,"('A', 'B')",A
607,"('F', 'H')",H
608,"('B', 'E', 'F')",F
609,"('G', 'H')",H
610,"('B', 'E', 'H', 'I')",E
611,"('B', 'E', 'F', 'H')",H
612,"('A', 'B')",A
613,"('E', 'G', 'H')",E
614,"('A', 'E')",E
615,"('E', 'F')",F
616,"('B', 'C', 'H')",H
617,"('A', 'D', 'H', 'I')",I
618,"('C', 'D', 'G')",C
619,"('A', 'B')",B
620,"('A', 'D')",A
621,"('B', 'E')",E
622,"('D', 'E', 'G', 'I')",I
623,"('H', 'I')",I
624,"('A', 'H')",H
625,"('A', 'D', 'F', 'I')",F
626,"('G', 'I')",G
627,"('A', 'C')",A
628,"('B', 'H')",B
629,"('C', 'D', 'E', 'F')",C
630,"('B', 'E', 'G')",E
631,"('B', 'D', 'H')",D
632,"('B', 'C', 'F', 'G')",C
633,"('A', 'F', 'H', 'I')",A
634,"('C', 'E')",E
635,"('B', 'F')",B
636,"('A', 'D', 'G', 'I')",I
637,"('C', 'I')",C
638,"('A', 'C', 'G', 'H')",H
639,"('A', 'B', 'F', 'I')",I
640,"('E', 'G', 'H')",G
641,"('A', 'C', 'F', 'H')",F
642,"('C', 'E', 'I')",I
643,"('G', 'H')",H
644,"('A', 'C', 'F')",F
645,"('F', 'I')",F
646,"('A', 'B', 'C', 'H')",A
647,"('E', 'F', 'I')",F
648,"('E', 'F')",F
649,"('A', 'C', 'F', 'G')",A
650,"('A', 'C', 'E', 'H')",A
651,"('A', 'B', 'I')",I
652,"('B', 'E', 'G')",G
653,"('A', 'F', 'I')",I
654,"('F', 'I')",F
655,"('G', 'I')",I
656,"('E', 'F')",E
657,"('B', 'D', 'E', 'F')",B
658,"('A', 'C', 'I')",A
659,"('A', 'B', 'D', 'F')",A
660,"('F', 'G', 'H')",H
661,"('C', 'G')",C
662,"('B', 'F', 'G', 'H')",B
663,"('B', 'C', 'F', 'H')",H
664,"('D', 'E', 'H')",E
665,"('A', 'E', 'G', 'H')",E
666,"('B', 'D', 'F', 'H')",D
667,"('E', 'F', 'H')",H
668,"('A', 'F')",F
669,"('B', 'C', 'E')",E
670,"('C', 'E')",E
671,"('C', 'E', 'I')",C
672,"('C', 'E', 'G')",G
673,"('B', 'D', 'H', 'I')",I
674,"('C', 'D', 'G', 'I')",G
675,"('A', 'C', 'F')",C
676,"('F', 'H')",F
677,"('A', 'E', 'G', 'I')",E
678,"('B', 'E')",B
679,"('G', 'H')",G
680,"('B', 'E', 'I')",I
681,"('B', 'H')",B
682,"('C', 'F', 'H')",H
683,"('A', 'C', 'H', 'I')",C
684,"('A', 'C', 'E', 'I')",I
685,"('A', 'D', 'E', 'I')",I
686,"('A', 'B', 'D', 'H')",D
687,"('A', 'C', 'G')",C
688,"('D', 'G', 'H', 'I')",G
689,"('A', 'C', 'F', 'I')",A
690,"('B', 'C', 'D', 'E')",E
691,"('A', 'E', 'H')",A
692,"('B', 'E', 'G')",G
693,"('A', 'B', 'C')",A
694,"('D', 'E', 'F', 'G')",D
695,"('B', 'H')",B
696,"('C', 'G')",G
697,"('B', 'D', 'E')",E
698,"('C', 'E', 'G')",C
699,"('B', 'F')",B
700,"('B', 'E', 'F', 'G')",B
701,"('A', 'E', 'F')",A
702,"('D', 'I')",I
703,"('D', 'F', 'H')",D
704,"('E', 'H')",E
705,"('D', 'H')",D
706,"('B', 'E')",E
707,"('C', 'I')",C
708,"('C', 'E', 'I')",C
709,"('D', 'I')",D
710,"('D', 'H')",H
711,"('A', 'B', 'D')",D
712,"('B', 'E', 'H', 'I')",E
713,"('A', 'C', 'D', 'I')",D
714,"('B', 'D')",B
715,"('A', 'D', 'E', 'H')",H
716,"('D', 'E', 'F', 'I')",F
717,"('B', 'H', 'I')",I
718,"('B', 'C', 'I')",I
719,"('C', 'G')",G
720,"('A', 'E')",E
721,"('F', 'G')",G
722,"('D', 'H')",D
723,"('B', 'E', 'F')",E
724,"('A', 'D')",A
725,"('D', 'H')",H
726,"('B', 'C', 'E', 'G')",E
727,"('B', 'C', 'F', 'G')",G
728,"('B', 'H')",H
729,"('A', 'E', 'F', 'H')",E
730,"('C', 'D', 'E', 'H')",C
731,"('C', 'H')",H
732,"('B', 'F', 'H')",H
733,"('A', 'E', 'F')",E
734,"('A', 'D', 'F', 'H')",D
735,"('B', 'D')",D
736,"('A', 'B', 'D', 'H')",H
737,"('E', 'F', 'G', 'I')",G
738,"('C', 'H')",C
739,"('A', 'G', 'H')",H
740,"('A', 'D', 'G')",D
741,"('A', 'B', 'G')",G
742,"('A', 'B', 'F', 'I')",F
743,"('B', 'C', 'F', 'H')",B
744,"('C', 'D', 'E', 'H')",H
745,"('B', 'G', 'I')",G
746,"('C', 'G')",G
747,"('A', 'G')",A
748,"('F', 'G')",F
749,"('B', 'C', 'I')",I
750,"('B', 'C', 'H', 'I')",C
751,"('E', 'I')",I
752,"('C', 'F')",C
753,"('A', 'B', 'E')",A
754,"('A', 'H')",H
755,"('B', 'D', 'F', 'G')",D
756,"('B', 'C')",B
757,"('B', 'D', 'F', 'H')",D
758,"('G', 'I')",I
759,"('F', 'I')",I
760,"('A', 'C', 'F', 'I')",F
761,"('D', 'E', 'H', 'I')",D
762,"('A', 'B', 'H', 'I')",I
763,"('C', 'D', 'H', 'I')",I
764,"('E', 'F', 'I')",I
765,"('A', 'D')",A
766,"('A', 'B', 'G')",G
767,"('A', 'C', 'D', 'I')",I
768,"('C', 'F', 'H')",C
769,"('A', 'H')",H
770,"('A', 'D', 'I')",I
771,"('G', 'H', 'I')",G
772,"('B', 'C', 'E')",E
773,"('B', 'G', 'H', 'I')",B
774,"('C', 'I')",I
775,"('C', 'D', 'H')",C
776,"('B', 'G')",B
777,"('D', 'E', 'F')",E
778,"('B', 'G', 'H')",H
779,"('B', 'H')",H
780,"('B', 'G')",G
781,"('C', 'D')",C
782,"('B', 'F', 'G', 'H')",H
783,"('A', 'C', 'E', 'I')",I
784,"('A', 'F')",F
785,"('B', 'G', 'H', 'I')",H
786,"('D', 'F', 'G', 'I')",G
787,"('A', 'C', 'E', 'H')",C
788,"('G', 'I')",G
789,"('A', 'D', 'G')",D
790,"('B', 'H')",H
791,"('C', 'D')",C
792,"('A', 'C')",A
793,"('A', 'C', 'G')",G
794,"('B', 'C', 'H', 'I')",I
795,"('E', 'F', 'H', 'I')",E
796,"('C', 'I')",C
797,"('A', 'C', 'H', 'I')",A
798,"('A', 'H')",H
799,"('B', 'C', 'E', 'I')",I
800,"('A', 'F', 'H')",H
801,"('A', 'B', 'E', 'H')",E
802,"('B', 'D', 'I')",B
803,"('B', 'G', 'H')",B
804,"('D', 'E', 'G', 'I')",G
805,"('C', 'G', 'H')",C
806,"('G', 'H')",H
807,"('B', 'E', 'G')",G
808,"('C', 'I')",I
809,"('G', 'H')",G
810,"('A', 'D', 'I')",D
811,"('A', 'C', 'I')",C
812,"('B', 'E', 'G', 'I')",B
813,"('A', 'B', 'D', 'H')",D
814,"('A', 'C', 'G', 'H')",G
815,"('A', 'D', 'F', 'G')",A
816,"('A', 'B', 'C', 'E')",E
817,"('A', 'C', 'D')",A
818,"('B', 'D', 'F', 'H')",F
819,"('C', 'E', 'F')",E
820,"('E', 'F')",E
821,"('C', 'H')",H
