,choice_set,choice
25,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
26,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
27,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",SharedRide(2)
28,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
29,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
30,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
31,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
32,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
33,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
34,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
35,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
36,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
37,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
38,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
39,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
40,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
41,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
42,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
43,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
44,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
45,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
46,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
47,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
48,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
49,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
50,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
51,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",SharedRide(3+)
52,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
53,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
54,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
55,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
56,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
57,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
58,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
59,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
60,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
61,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
62,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
63,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
64,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
65,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
66,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
67,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
68,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
69,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
70,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
71,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
72,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
73,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
74,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
75,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
76,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
77,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
78,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
79,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
80,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
81,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",SharedRide(2)
82,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
83,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",SharedRide(2)
84,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
85,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
86,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
87,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
88,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",Walk
89,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
90,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
91,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
92,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
93,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
94,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
95,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
96,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",SharedRide(3+)
97,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
98,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
99,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
100,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
101,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
102,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
103,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
104,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
105,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
106,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
107,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
108,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",SharedRide(2)
109,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",SharedRide(2)
110,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
111,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
112,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
113,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
114,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
115,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
116,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",Transit
117,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",SharedRide(2)
118,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
119,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
120,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
121,"('SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",Walk
122,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",SharedRide(2)
123,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
124,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",SharedRide(2)
125,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",SharedRide(2)
126,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
127,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
128,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
129,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
130,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",SharedRide(2)
131,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",Bike
132,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
133,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
134,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
135,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",SharedRide(2)
136,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",SharedRide(2)
137,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
138,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
139,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
140,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
141,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
142,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
143,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
144,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
145,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
146,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
147,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
148,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
149,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
150,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
151,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
152,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
153,"('SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",SharedRide(2)
154,"('SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",SharedRide(2)
155,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
156,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
157,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
158,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
159,"('SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",Transit
160,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
161,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",Walk
162,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
163,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
164,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
165,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Bike')",DriveAlone
166,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
167,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",SharedRide(2)
168,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",SharedRide(2)
169,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
170,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
171,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
172,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
173,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
174,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
175,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
176,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
177,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
178,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
179,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
180,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
181,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
182,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
183,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",SharedRide(2)
184,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
185,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",SharedRide(2)
186,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
187,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
188,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
189,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
190,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
191,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
192,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
193,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
194,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
195,"('SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",Walk
196,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",Transit
197,"('SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",Walk
198,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
199,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
200,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
201,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
202,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
203,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
204,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",SharedRide(2)
205,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",SharedRide(2)
206,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
207,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
208,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
209,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
210,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",SharedRide(2)
211,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
212,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
213,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
214,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Bike')",DriveAlone
215,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",SharedRide(2)
216,"('SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",Transit
217,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
218,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",SharedRide(2)
219,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
220,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
221,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
222,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
223,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
224,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
225,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",SharedRide(3+)
226,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
227,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
228,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
229,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
230,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
231,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
232,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
233,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
234,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
235,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
236,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
237,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
238,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
239,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
240,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
241,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
242,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
243,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",SharedRide(3+)
244,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
245,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
246,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
247,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)')",DriveAlone
248,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
249,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
250,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",SharedRide(2)
251,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
252,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
253,"('SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
254,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
255,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
256,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
257,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
258,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
259,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",SharedRide(3+)
260,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
261,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",SharedRide(2)
262,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",SharedRide(2)
263,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
264,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",SharedRide(2)
265,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",SharedRide(2)
266,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
267,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",SharedRide(2)
268,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",SharedRide(2)
269,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike')",DriveAlone
270,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
271,"('SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",Walk
272,"('SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
273,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",Transit
274,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
275,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Bike', 'Walk')",DriveAlone
276,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit')",DriveAlone
277,"('DriveAlone', 'SharedRide(2)', 'SharedRide(3+)', 'Transit', 'Walk')",DriveAlone
