,choice_set,choice
243,"('3', '8')",8
244,"('6', '7', '8')",8
245,"('2', '7')",7
246,"('1', '2', '3')",2
247,"('1', '7', '9')",1
248,"('3', '5', '8')",3
249,"('3', '4')",3
250,"('4', '5')",4
251,"('1', '2', '5', '6')",1
252,"('5', '7')",7
253,"('1', '6', '7', '9')",6
254,"('6', '7', '9')",6
255,"('1', '6', '8', '9')",1
256,"('6', '8', '9')",6
257,"('1', '2', '4', '8')",2
258,"('3', '4', '7')",3
259,"('1', '2', '7', '8')",7
260,"('1', '2', '3', '5')",1
261,"('5', '7')",7
262,"('4', '7')",7
263,"('3', '4', '5', '7')",3
264,"('5', '7')",5
265,"('3', '4', '5', '6')",4
266,"('3', '8', '9')",9
267,"('4', '9')",4
268,"('2', '5', '9')",2
269,"('4', '7', '8')",7
270,"('4', '5', '9')",4
271,"('2', '3')",2
272,"('7', '9')",9
273,"('2', '5')",5
274,"('4', '6')",4
275,"('3', '9')",3
276,"('5', '7', '9')",5
277,"('1', '6', '8')",1
278,"('6', '8')",8
279,"('5', '7', '9')",5
280,"('3', '4', '7', '8')",3
281,"('1', '5')",5
282,"('4', '5', '8', '9')",9
283,"('1', '5', '9')",1
284,"('4', '8')",4
285,"('3', '6')",3
286,"('2', '5', '9')",2
287,"('3', '7')",7
288,"('3', '4')",3
289,"('1', '4', '6', '9')",1
290,"('1', '4', '7', '9')",9
291,"('1', '3', '4')",1
292,"('2', '9')",9
293,"('3', '7')",7
294,"('4', '5', '6')",6
295,"('2', '3', '4', '7')",2
296,"('7', '9')",9
297,"('2', '7', '8', '9')",7
298,"('1', '6', '7', '8')",1
299,"('2', '3', '4', '5')",4
300,"('4', '9')",4
301,"('1', '3', '7', '8')",8
302,"('1', '5', '7')",7
303,"('1', '6', '9')",9
304,"('1', '5')",5
305,"('3', '4', '9')",3
306,"('6', '7', '9')",7
307,"('1', '2', '6', '9')",1
308,"('3', '4', '5', '8')",3
309,"('2', '9')",9
310,"('5', '7', '8', '9')",5
311,"('2', '7', '9')",2
312,"('3', '6')",6
313,"('4', '8', '9')",4
314,"('2', '7')",7
315,"('2', '3', '8')",8
316,"('2', '6', '9')",2
317,"('1', '4', '6', '8')",1
318,"('1', '4', '5', '7')",7
319,"('3', '5', '6', '9')",5
320,"('2', '5', '8')",8
321,"('5', '7')",7
322,"('3', '8')",8
323,"('6', '9')",6
324,"('8', '9')",8
325,"('3', '4')",3
326,"('1', '2', '8')",1
327,"('6', '7')",6
328,"('2', '4', '8')",4
329,"('8', '9')",9
330,"('1', '2', '3', '5')",5
331,"('2', '6')",6
332,"('1', '5', '8', '9')",9
333,"('3', '7', '9')",3
334,"('4', '6', '9')",9
335,"('1', '2', '3', '5')",1
336,"('1', '2', '3', '9')",2
337,"('3', '7')",3
338,"('3', '8')",3
339,"('5', '7')",7
340,"('1', '2', '5', '8')",8
341,"('4', '7')",7
342,"('2', '4', '6', '8')",4
343,"('5', '7')",7
344,"('3', '7')",3
345,"('5', '8')",5
346,"('5', '7', '8')",5
347,"('7', '8', '9')",8
348,"('3', '5', '7', '8')",8
349,"('1', '3', '5', '9')",3
350,"('2', '3', '5', '7')",7
351,"('1', '3', '5', '7')",7
352,"('3', '5', '9')",3
353,"('1', '6')",6
354,"('2', '3', '9')",9
355,"('2', '3', '5', '9')",5
356,"('1', '6', '8')",8
357,"('2', '6')",6
358,"('3', '5', '9')",3
359,"('1', '2', '7', '9')",1
360,"('2', '5', '8')",2
361,"('2', '3', '7', '8')",7
362,"('3', '4', '7')",4
363,"('1', '2', '7', '8')",1
364,"('4', '8')",8
365,"('1', '4', '6', '9')",4
366,"('4', '5')",5
367,"('4', '6', '8')",8
368,"('3', '6', '7', '8')",3
369,"('1', '3', '7', '9')",3
370,"('1', '3', '8', '9')",9
371,"('2', '6')",6
372,"('4', '5', '7', '9')",9
373,"('8', '9')",8
374,"('1', '7', '9')",9
375,"('1', '5', '6')",6
376,"('8', '9')",8
377,"('3', '5', '8')",8
378,"('3', '5', '8', '9')",3
379,"('1', '7', '8')",8
380,"('3', '4', '9')",4
381,"('2', '3', '4', '9')",9
382,"('2', '4', '5')",5
383,"('3', '5', '7')",3
384,"('3', '4', '5', '8')",4
385,"('1', '2', '3', '6')",1
386,"('1', '4', '6')",6
387,"('3', '5', '9')",3
388,"('1', '5')",1
389,"('2', '3', '8')",2
390,"('3', '6', '9')",3
391,"('4', '5', '8')",5
392,"('1', '6')",6
393,"('2', '3', '4', '5')",5
394,"('1', '3', '8')",1
395,"('7', '9')",7
396,"('1', '5', '6', '7')",7
397,"('3', '4', '7', '9')",3
398,"('1', '3', '6', '9')",1
399,"('1', '2', '4', '8')",8
400,"('2', '8')",2
401,"('8', '9')",9
402,"('2', '5', '9')",5
403,"('2', '3')",3
404,"('3', '7', '8')",7
405,"('3', '7', '8', '9')",9
406,"('5', '6')",5
407,"('3', '5', '6', '8')",3
408,"('4', '6')",6
409,"('1', '4')",4
410,"('2', '6', '7', '9')",7
411,"('5', '9')",5
412,"('3', '6', '7')",3
413,"('1', '6', '7', '8')",8
414,"('1', '2', '3', '7')",2
415,"('2', '8', '9')",9
416,"('5', '7', '8', '9')",5
417,"('2', '5', '8')",8
418,"('2', '4', '9')",2
419,"('4', '5', '7')",4
420,"('1', '5', '6')",1
421,"('3', '7', '8', '9')",3
422,"('1', '2', '3')",1
423,"('4', '6')",4
424,"('1', '4')",4
425,"('1', '6')",6
426,"('1', '4', '8')",8
427,"('6', '7')",6
428,"('3', '5', '8', '9')",8
429,"('2', '6', '9')",9
430,"('1', '2', '5', '9')",1
431,"('4', '6', '8', '9')",6
432,"('2', '3', '8')",8
433,"('5', '8', '9')",8
434,"('1', '6', '9')",1
435,"('1', '2', '4', '7')",4
436,"('3', '5', '7')",3
437,"('2', '4', '5')",4
438,"('3', '8', '9')",9
439,"('1', '2', '6')",1
440,"('2', '5', '6', '8')",2
441,"('4', '5')",4
442,"('1', '6', '8', '9')",6
443,"('1', '4', '5', '7')",1
444,"('3', '4', '5')",4
445,"('1', '9')",1
446,"('3', '9')",3
447,"('2', '3', '4', '8')",4
448,"('4', '8')",8
449,"('2', '7')",7
450,"('1', '6', '9')",6
451,"('1', '8', '9')",8
452,"('2', '3')",2
453,"('2', '3', '6')",2
454,"('4', '7')",7
455,"('6', '7', '9')",7
456,"('1', '7', '8', '9')",1
457,"('2', '5', '7', '8')",5
458,"('4', '5', '7', '9')",7
459,"('1', '3', '5', '6')",1
460,"('7', '8', '9')",7
461,"('7', '8')",8
462,"('2', '6', '7')",2
463,"('2', '5')",5
464,"('2', '5', '6', '7')",2
465,"('4', '5', '8', '9')",4
466,"('2', '3')",2
467,"('1', '5', '9')",1
468,"('1', '4', '9')",9
469,"('2', '3', '5', '6')",5
470,"('1', '2', '6')",2
471,"('2', '6', '7', '9')",2
472,"('4', '8')",4
473,"('5', '6')",5
474,"('2', '7', '8')",2
475,"('5', '6', '8')",5
476,"('2', '5', '8')",8
477,"('3', '5', '7', '8')",3
478,"('4', '9')",4
479,"('2', '7')",2
480,"('4', '6', '7', '8')",7
481,"('2', '3', '8', '9')",2
482,"('6', '8')",8
483,"('2', '3')",2
484,"('1', '2', '4')",4
485,"('4', '7')",4
486,"('2', '7', '9')",7
487,"('2', '5', '7', '8')",2
488,"('4', '9')",4
489,"('4', '6')",6
490,"('2', '3', '8', '9')",3
491,"('1', '3')",3
492,"('5', '7')",5
493,"('2', '3', '7', '8')",3
494,"('1', '7')",1
495,"('4', '6', '8')",6
496,"('3', '5')",5
497,"('3', '4', '9')",3
498,"('7', '8', '9')",7
499,"('6', '7', '8')",8
500,"('1', '6', '8')",6
501,"('1', '4', '6')",1
502,"('2', '4', '9')",9
503,"('2', '3', '5')",2
504,"('5', '8')",5
505,"('3', '8')",8
506,"('5', '7')",5
507,"('7', '8')",8
508,"('4', '6')",6
509,"('1', '2', '5', '9')",2
510,"('1', '3', '4', '6')",6
511,"('1', '4', '5', '9')",4
512,"('1', '3', '4', '6')",3
513,"('1', '2', '7')",7
514,"('7', '8', '9')",8
515,"('2', '5', '8')",8
516,"('1', '8', '9')",1
517,"('4', '7')",4
518,"('4', '6', '7', '8')",6
519,"('3', '7', '8', '9')",3
520,"('2', '5', '7', '8')",2
521,"('4', '9')",9
522,"('3', '4', '7', '8')",3
523,"('1', '2', '5')",1
524,"('4', '7')",4
525,"('1', '6', '7', '9')",9
526,"('3', '6')",6
527,"('3', '8')",8
528,"('3', '4', '6', '7')",4
529,"('5', '6')",5
530,"('3', '6')",3
531,"('2', '5', '7', '9')",2
532,"('1', '6', '8')",8
533,"('4', '6')",6
534,"('1', '7', '8')",7
535,"('5', '8')",8
536,"('1', '6', '8')",1
537,"('4', '6', '7')",4
538,"('3', '4', '8', '9')",9
539,"('1', '8', '9')",1
540,"('3', '8', '9')",3
541,"('2', '4', '6')",4
542,"('2', '5', '6', '8')",2
543,"('8', '9')",8
544,"('2', '4', '5')",2
545,"('7', '8', '9')",9
546,"('2', '4', '5', '8')",2
547,"('1', '3', '6', '9')",1
548,"('2', '3', '5', '8')",2
549,"('4', '5', '9')",9
550,"('1', '4', '5', '9')",5
551,"('2', '7', '8', '9')",2
552,"('4', '9')",4
553,"('4', '9')",9
554,"('4', '7', '8', '9')",7
555,"('3', '6', '7')",6
556,"('1', '2', '5', '7')",2
557,"('6', '7', '9')",9
558,"('2', '7', '9')",7
559,"('5', '6', '8', '9')",6
560,"('1', '2', '6')",6
561,"('1', '3', '4', '6')",6
562,"('1', '3')",1
563,"('1', '5', '7')",1
564,"('7', '8')",8
565,"('2', '5', '6')",2
566,"('1', '2', '3', '5')",2
567,"('2', '7')",7
568,"('3', '4', '9')",4
569,"('4', '5', '9')",5
570,"('2', '3', '5', '9')",2
571,"('4', '9')",9
572,"('3', '6', '7', '8')",3
573,"('1', '2', '4', '8')",1
574,"('5', '6', '9')",5
575,"('7', '9')",7
576,"('1', '3', '5', '6')",1
577,"('5', '7')",7
578,"('2', '4', '6', '8')",8
579,"('2', '5', '8')",8
580,"('2', '3', '5', '7')",2
581,"('2', '4', '9')",4
582,"('2', '3', '8', '9')",8
583,"('1', '6', '8')",1
584,"('3', '7')",7
585,"('2', '3', '5', '8')",8
586,"('6', '7', '8')",6
587,"('6', '9')",9
588,"('1', '3', '4', '6')",1
589,"('5', '7')",5
590,"('2', '5', '6')",2
591,"('6', '8')",6
592,"('1', '9')",9
593,"('1', '6', '8')",6
594,"('4', '6', '8')",4
595,"('2', '3', '4', '5')",2
596,"('1', '4', '6', '7')",7
597,"('2', '5', '7')",2
598,"('3', '6')",3
599,"('1', '3', '8')",3
600,"('5', '6')",6
601,"('3', '5', '9')",9
602,"('7', '9')",9
603,"('1', '3', '6', '9')",3
604,"('2', '3', '8', '9')",8
605,"('3', '5')",3
606,"('2', '8')",8
607,"('5', '9')",5
608,"('3', '5')",5
609,"('1', '2', '9')",9
610,"('1', '4', '7', '8')",1
611,"('1', '7', '9')",7
612,"('1', '7')",1
613,"('1', '4', '7', '9')",9
614,"('2', '7', '9')",9
615,"('1', '3', '5', '9')",9
616,"('6', '7', '8', '9')",7
617,"('3', '9')",9
618,"('3', '5', '6')",3
619,"('1', '2', '4')",1
620,"('1', '2', '5', '6')",1
621,"('4', '5', '9')",9
622,"('2', '8')",2
623,"('4', '6')",6
624,"('2', '6', '7')",6
625,"('3', '6', '7')",7
626,"('1', '7')",7
627,"('1', '4', '7')",1
628,"('2', '6', '8')",8
629,"('3', '6')",6
630,"('3', '5', '7', '9')",9
631,"('2', '5', '8')",2
632,"('2', '8', '9')",9
633,"('1', '5', '8')",8
634,"('5', '6', '7')",7
635,"('1', '5', '9')",1
636,"('5', '6', '7')",5
637,"('2', '6', '8', '9')",2
638,"('2', '6')",2
639,"('4', '8')",8
640,"('1', '6', '7', '9')",7
641,"('3', '6', '7', '9')",3
642,"('4', '5', '8')",4
643,"('2', '5', '9')",9
644,"('1', '6', '8')",6
645,"('1', '8')",8
646,"('4', '6', '7')",6
647,"('1', '4')",4
648,"('1', '5', '8', '9')",1
649,"('2', '5', '6', '9')",6
650,"('1', '4', '5', '7')",4
651,"('4', '8')",4
652,"('4', '6')",6
653,"('3', '6')",6
654,"('1', '5', '6')",1
655,"('2', '9')",9
656,"('1', '5', '6', '9')",1
657,"('3', '4', '8')",4
658,"('6', '7', '9')",9
659,"('2', '4', '5', '9')",2
660,"('2', '6', '7', '8')",2
661,"('1', '7')",1
662,"('2', '4', '6', '9')",2
663,"('1', '3', '6', '9')",1
664,"('5', '7', '8', '9')",5
665,"('1', '3', '7', '8')",1
666,"('1', '2', '7')",2
667,"('1', '6')",1
668,"('2', '4', '7', '8')",8
669,"('1', '3', '6', '9')",1
670,"('2', '7')",2
671,"('4', '9')",9
672,"('1', '2', '4', '9')",9
673,"('4', '7', '8', '9')",8
674,"('1', '3', '7')",1
675,"('4', '7', '8')",7
676,"('2', '4', '6', '9')",9
677,"('1', '4', '9')",9
678,"('2', '4')",4
679,"('2', '3', '6')",6
680,"('1', '6', '7')",7
681,"('7', '8')",7
682,"('5', '9')",9
683,"('2', '7', '9')",7
684,"('2', '3', '4', '7')",7
685,"('5', '7')",5
686,"('2', '3', '4', '6')",2
687,"('2', '6', '7', '8')",8
688,"('7', '8')",7
689,"('2', '4', '6')",6
690,"('4', '6', '7')",4
691,"('1', '4', '5', '6')",1
692,"('1', '6', '9')",9
693,"('3', '4', '8', '9')",3
694,"('5', '8')",5
695,"('3', '4', '9')",9
696,"('3', '9')",9
697,"('3', '5', '6')",5
698,"('1', '7', '9')",1
699,"('1', '5')",5
700,"('1', '2', '6', '7')",1
701,"('4', '5', '7', '9')",4
702,"('2', '3', '4', '9')",3
703,"('1', '2')",1
704,"('3', '5', '8', '9')",5
705,"('1', '8')",8
706,"('2', '5')",5
707,"('2', '7')",7
708,"('1', '4', '9')",1
709,"('5', '6', '8', '9')",5
710,"('2', '3', '7', '8')",7
711,"('2', '4', '6')",2
712,"('2', '4', '5', '8')",4
713,"('2', '3', '7')",7
714,"('1', '2', '7', '9')",9
715,"('2', '5', '8')",8
716,"('1', '2', '4', '7')",4
717,"('1', '9')",1
718,"('1', '7')",1
719,"('1', '3', '6')",1
720,"('5', '6', '8', '9')",5
721,"('2', '5')",5
722,"('4', '5', '9')",9
723,"('1', '2', '3', '8')",1
724,"('1', '3', '4', '9')",1
725,"('5', '6', '8')",8
726,"('2', '3', '7', '8')",2
727,"('2', '3', '8')",2
728,"('1', '5', '7', '8')",1
729,"('1', '5', '8')",5
730,"('2', '5', '6', '9')",5
731,"('3', '4', '5', '9')",9
732,"('2', '6')",6
733,"('5', '7')",7
734,"('2', '5', '9')",2
735,"('2', '4', '9')",4
736,"('2', '6')",6
737,"('3', '4')",3
738,"('1', '6', '7')",6
739,"('2', '6', '7')",7
740,"('2', '3', '5', '9')",5
741,"('2', '4', '6', '8')",4
742,"('3', '5', '8', '9')",3
743,"('4', '5')",5
744,"('3', '5')",5
745,"('1', '3', '5')",1
746,"('5', '6', '7')",6
747,"('2', '3', '8')",3
748,"('2', '5', '9')",2
749,"('5', '6', '7')",6
750,"('1', '5')",1
751,"('1', '6')",6
752,"('2', '4', '6', '9')",9
753,"('2', '9')",2
754,"('3', '5', '9')",5
755,"('1', '5', '8')",1
756,"('1', '4', '6', '8')",6
757,"('1', '3', '5', '7')",1
758,"('3', '4', '5')",5
759,"('1', '2', '4', '7')",2
760,"('1', '3', '9')",1
761,"('5', '9')",9
762,"('1', '3', '4', '8')",1
763,"('3', '4', '5', '6')",3
764,"('3', '4', '8')",3
765,"('1', '4', '7')",7
766,"('1', '3', '4', '5')",4
767,"('8', '9')",8
768,"('1', '5')",1
769,"('2', '4', '5', '8')",5
770,"('4', '6', '8')",6
771,"('4', '7', '8')",8
772,"('1', '2', '3', '7')",1
773,"('4', '5', '6', '9')",4
774,"('1', '3', '4')",3
775,"('3', '8', '9')",3
776,"('2', '5', '6')",2
777,"('1', '3', '6', '8')",1
778,"('2', '3', '4')",2
779,"('5', '8')",5
780,"('2', '9')",2
781,"('3', '4', '5', '6')",6
782,"('3', '5', '6', '9')",9
783,"('2', '3', '6')",3
784,"('7', '8', '9')",7
785,"('1', '5', '7', '9')",9
786,"('1', '2')",2
787,"('1', '5', '6', '8')",6
788,"('6', '8')",6
789,"('2', '3', '4', '7')",4
790,"('1', '4', '5', '9')",9
791,"('2', '3', '4', '8')",2
792,"('1', '3')",3
793,"('2', '3', '7', '8')",8
794,"('5', '8')",8
795,"('1', '9')",9
796,"('1', '5', '9')",5
797,"('5', '6', '7')",5
798,"('1', '5', '9')",9
799,"('8', '9')",9
800,"('1', '2', '8', '9')",1
801,"('3', '6', '7', '8')",3
802,"('1', '2', '5', '6')",6
803,"('2', '3', '6', '9')",3
804,"('1', '3', '8')",1
805,"('2', '4', '6', '9')",9
806,"('3', '4')",4
807,"('1', '5')",1
808,"('1', '5')",5
809,"('5', '6', '7')",5
810,"('5', '9')",9
811,"('5', '6', '7', '9')",5
812,"('4', '7')",4
813,"('3', '5')",3
814,"('6', '7', '9')",6
815,"('4', '7', '8')",7
816,"('1', '7', '8')",7
817,"('2', '3', '5', '7')",7
818,"('1', '3', '5')",1
819,"('1', '7', '8')",1
820,"('1', '8')",1
821,"('1', '8')",8
822,"('1', '3', '6', '7')",1
823,"('2', '3', '6', '7')",7
824,"('6', '8')",8
825,"('1', '4', '8')",8
826,"('2', '3', '6', '9')",6
827,"('2', '5', '8', '9')",5
828,"('2', '3', '7', '8')",2
829,"('6', '9')",6
830,"('5', '7', '9')",5
831,"('1', '4', '6', '8')",8
832,"('1', '2', '4', '8')",2
833,"('4', '7', '9')",9
834,"('2', '6', '8')",6
835,"('2', '3', '5', '8')",8
836,"('4', '6', '7', '9')",9
837,"('2', '5')",5
838,"('3', '7', '8', '9')",3
839,"('3', '8')",3
840,"('4', '5', '7', '8')",7
841,"('7', '8')",8
842,"('2', '8')",8
843,"('3', '9')",9
844,"('6', '7')",6
845,"('2', '4', '6')",6
846,"('2', '3', '7', '9')",7
847,"('4', '7', '8')",8
848,"('1', '3', '9')",9
849,"('1', '6', '7')",1
850,"('2', '4', '6')",2
851,"('2', '8')",8
852,"('6', '8')",6
853,"('2', '5', '8', '9')",9
854,"('4', '6')",4
855,"('2', '3', '5')",5
856,"('2', '6')",2
857,"('3', '4', '7', '9')",3
858,"('1', '4', '5', '7')",1
859,"('4', '8')",8
860,"('4', '5', '6')",6
861,"('2', '6', '9')",9
862,"('2', '6')",6
863,"('1', '2', '5', '9')",5
864,"('2', '3', '6', '8')",8
865,"('4', '7', '8', '9')",8
866,"('2', '4', '8')",8
867,"('3', '4', '7', '9')",9
868,"('7', '8')",8
869,"('4', '5', '8')",4
870,"('4', '5')",5
871,"('3', '4')",4
872,"('4', '5', '7', '9')",5
873,"('1', '3', '6', '8')",6
874,"('1', '4', '6', '9')",6
875,"('4', '9')",4
876,"('5', '7')",7
877,"('5', '6', '7')",7
878,"('1', '2', '7', '9')",2
879,"('2', '3', '5')",3
880,"('3', '6')",6
881,"('1', '3')",3
882,"('1', '3', '5', '7')",3
883,"('6', '9')",9
884,"('3', '4', '5', '8')",3
885,"('4', '7', '8', '9')",7
886,"('1', '2', '7')",7
887,"('1', '2', '4', '9')",9
888,"('5', '6', '7')",6
889,"('2', '9')",9
890,"('2', '7', '8', '9')",9
891,"('5', '6', '7')",6
892,"('6', '8', '9')",6
893,"('2', '3', '8')",3
894,"('3', '5', '6', '8')",8
895,"('3', '5')",3
896,"('5', '7')",5
897,"('1', '6')",6
898,"('5', '9')",5
899,"('1', '3', '4')",4
900,"('1', '5', '7')",5
901,"('1', '2', '4', '9')",1
902,"('6', '7')",7
903,"('1', '3', '5', '8')",5
904,"('3', '5', '8')",3
905,"('1', '2', '3', '7')",3
906,"('6', '9')",9
907,"('4', '8')",8
908,"('1', '2')",1
909,"('8', '9')",8
910,"('5', '6')",5
911,"('4', '6')",6
912,"('1', '2', '3', '6')",2
913,"('5', '6', '7', '8')",6
914,"('2', '6', '7')",2
915,"('2', '3', '5', '8')",8
916,"('3', '5', '6')",6
917,"('2', '4', '5')",5
918,"('1', '4', '7', '9')",1
919,"('1', '3', '6')",6
920,"('1', '4', '7', '9')",9
921,"('4', '5', '6', '8')",5
922,"('7', '8')",8
923,"('1', '2', '3', '9')",9
924,"('3', '6', '8', '9')",3
925,"('4', '7')",4
926,"('1', '3', '6', '8')",1
927,"('2', '3', '6')",6
928,"('1', '8', '9')",8
929,"('3', '5')",5
930,"('5', '6', '7')",7
931,"('1', '2', '3', '9')",1
932,"('1', '4', '9')",9
